pack_sample_id,pack_split,bucket,source_type,source_detail,origin_dataset_root,origin_split,origin_sample_id,seed_sample_id,changed_edge_count,relief_severity,is_failure_library_match,is_new_supervision,can_direct_stage4b,text,label
eval:8,simple_local_relief_pack_eval,relief_normal_short_range,historical_retrieval,historical_val_normal,/root/autodl-tmp/dataset_sparse_v2,val_normal,val_normal:13,val_normal:13,2,moderate,True,True,True,常态或局部短时事件：经六路农业路至政七街段向南畅通无阻,"<think>
scene=simple_local
anchor_count=1
simple_local_v2=输出所有 active changed-event anchors，含异常与恢复/畅通 side event。
</think>
ANCHOR|ROAD=经六路|DIR=向南|RANGE=农业路至政七街|LEVEL=畅通"
eval:9,simple_local_relief_pack_eval,relief_normal_short_range,historical_retrieval,historical_val_normal,/root/autodl-tmp/dataset_sparse_v2,val_normal,val_normal:127,val_normal:127,2,moderate,True,True,True,常态或局部短时事件：经三路农业路至政七街段向北车流顺畅,"<think>
scene=simple_local
anchor_count=1
simple_local_v2=输出所有 active changed-event anchors，含异常与恢复/畅通 side event。
</think>
ANCHOR|ROAD=经三路|DIR=向北|RANGE=农业路至政七街|LEVEL=畅通"
eval:10,simple_local_relief_pack_eval,relief_normal_short_range,historical_retrieval,historical_val_normal,/root/autodl-tmp/dataset_sparse_v2,val_normal,val_normal:41,val_normal:41,2,moderate,True,True,True,红专路经六路至花园路段向东畅通无阻,"<think>
scene=simple_local
anchor_count=1
simple_local_v2=输出所有 active changed-event anchors，含异常与恢复/畅通 side event。
</think>
ANCHOR|ROAD=红专路|DIR=向东|RANGE=经六路至花园路|LEVEL=畅通"
eval:11,simple_local_relief_pack_eval,relief_normal_short_range,historical_retrieval,historical_val_normal,/root/autodl-tmp/dataset_sparse_v2,val_normal,val_normal:149,val_normal:149,2,moderate,True,True,True,常态或局部短时事件：花园路政七街至纬五路段向南车流顺畅,"<think>
scene=simple_local
anchor_count=1
simple_local_v2=输出所有 active changed-event anchors，含异常与恢复/畅通 side event。
</think>
ANCHOR|ROAD=花园路|DIR=向南|RANGE=政七街至纬五路|LEVEL=畅通"
eval:12,simple_local_relief_pack_eval,relief_normal_short_range,historical_retrieval,historical_val_normal,/root/autodl-tmp/dataset_sparse_v2,val_normal,val_normal:5,val_normal:5,2,moderate,True,True,True,常态或局部短时事件：花园路政七街至纬五路段向北畅通无阻,"<think>
scene=simple_local
anchor_count=1
simple_local_v2=输出所有 active changed-event anchors，含异常与恢复/畅通 side event。
</think>
ANCHOR|ROAD=花园路|DIR=向北|RANGE=政七街至纬五路|LEVEL=畅通"
eval:13,simple_local_relief_pack_eval,relief_normal_short_range,historical_retrieval,historical_val_normal,/root/autodl-tmp/dataset_sparse_v2,val_normal,val_normal:164,val_normal:164,2,moderate,True,True,True,纬五路经一路至经六路段向东车流顺畅,"<think>
scene=simple_local
anchor_count=1
simple_local_v2=输出所有 active changed-event anchors，含异常与恢复/畅通 side event。
</think>
ANCHOR|ROAD=纬五路|DIR=向东|RANGE=经一路至经六路|LEVEL=畅通"
eval:14,simple_local_relief_pack_eval,relief_normal_short_range,historical_retrieval,historical_val_normal,/root/autodl-tmp/dataset_sparse_v2,val_normal,val_normal:6,val_normal:6,2,moderate,True,True,True,红专路经八路至未来路段向东畅通无阻,"<think>
scene=simple_local
anchor_count=1
simple_local_v2=输出所有 active changed-event anchors，含异常与恢复/畅通 side event。
</think>
ANCHOR|ROAD=红专路|DIR=向东|RANGE=经八路至未来路|LEVEL=畅通"
eval:15,simple_local_relief_pack_eval,relief_normal_short_range,historical_retrieval,historical_eval,/root/autodl-tmp/dataset_sparse_v2,eval,eval:230,eval:230,2,moderate,False,True,True,常态或局部短时事件：黄河路经六路至花园路段向东车流顺畅,"<think>
scene=simple_local
anchor_count=1
simple_local_v2=输出所有 active changed-event anchors，含异常与恢复/畅通 side event。
</think>
ANCHOR|ROAD=黄河路|DIR=向东|RANGE=经六路至花园路|LEVEL=畅通"
eval:16,simple_local_relief_pack_eval,multi_edge_relief,historical_retrieval,historical_val_normal,/root/autodl-tmp/dataset_sparse_v2,val_normal,val_normal:172,val_normal:172,3,severe,True,True,True,当前需要根据常态或局部短时事件进行路径规划。 请优先按当前生效约束理解，不要被已解除或背景信息误导。 纬五路经一路至经八路段向西畅通无阻 气象部门提示傍晚仍有小雨，但目前并未形成新增积水。 导航播报中还提到相邻商圈有出库车流，但不直接改变本段主判断。 部分播报会提到周边商圈或停车场信息，但主判断仍以道路方向、区间、时段和传播范围为核心。,"<think>
scene=simple_local
anchor_count=1
simple_local_v2=输出所有 active changed-event anchors，含异常与恢复/畅通 side event。
</think>
ANCHOR|ROAD=纬五路|DIR=向西|RANGE=经一路至经八路|LEVEL=畅通"
eval:17,simple_local_relief_pack_eval,multi_edge_relief,historical_retrieval,historical_eval,/root/autodl-tmp/dataset_sparse_v2,eval,eval:760,eval:760,3,severe,False,True,True,经一路红专路至纬五路段向南车流顺畅,"<think>
scene=simple_local
anchor_count=1
simple_local_v2=输出所有 active changed-event anchors，含异常与恢复/畅通 side event。
</think>
ANCHOR|ROAD=经一路|DIR=向南|RANGE=红专路至纬五路|LEVEL=畅通"
eval:18,simple_local_relief_pack_eval,multi_edge_relief,historical_retrieval,historical_val_normal,/root/autodl-tmp/dataset_sparse_v2,val_normal,val_normal:18,val_normal:18,3,severe,True,True,True,黄河路经六路至未来路段向西畅通无阻,"<think>
scene=simple_local
anchor_count=1
simple_local_v2=输出所有 active changed-event anchors，含异常与恢复/畅通 side event。
</think>
ANCHOR|ROAD=黄河路|DIR=向西|RANGE=经六路至未来路|LEVEL=畅通"
eval:19,simple_local_relief_pack_eval,multi_edge_relief,historical_retrieval,historical_train,/root/autodl-tmp/dataset_sparse_v2,train,train:1148,train:1148,3,severe,False,True,True,当前需要根据常态或局部短时事件进行路径规划。 请优先按当前生效约束理解，不要被已解除或背景信息误导。 花园路农业路至黄河路段向南车流顺畅 其余未明确提及路段按常态理解，不要额外扩大影响范围。,"<think>
scene=simple_local
anchor_count=1
simple_local_v2=输出所有 active changed-event anchors，含异常与恢复/畅通 side event。
</think>
ANCHOR|ROAD=花园路|DIR=向南|RANGE=农业路至黄河路|LEVEL=畅通"
eval:20,simple_local_relief_pack_eval,multi_edge_relief,historical_retrieval,historical_eval,/root/autodl-tmp/dataset_sparse_v2,eval,eval:15,eval:15,3,severe,False,True,True,常态或局部短时事件：经一路农业路至黄河路段向北畅通无阻,"<think>
scene=simple_local
anchor_count=1
simple_local_v2=输出所有 active changed-event anchors，含异常与恢复/畅通 side event。
</think>
ANCHOR|ROAD=经一路|DIR=向北|RANGE=农业路至黄河路|LEVEL=畅通"
eval:21,simple_local_relief_pack_eval,multi_edge_relief,historical_retrieval,historical_train,/root/autodl-tmp/dataset_sparse_v2,train,train:2906,train:2906,3,severe,False,True,True,政七街经六路至未来路段向东车流顺畅,"<think>
scene=simple_local
anchor_count=1
simple_local_v2=输出所有 active changed-event anchors，含异常与恢复/畅通 side event。
</think>
ANCHOR|ROAD=政七街|DIR=向东|RANGE=经六路至未来路|LEVEL=畅通"
eval:22,simple_local_relief_pack_eval,multi_edge_relief,historical_retrieval,historical_train,/root/autodl-tmp/dataset_sparse_v2,train,train:1479,train:1479,3,severe,False,True,True,常态或局部短时事件：红专路经一路至经八路段向西畅通无阻,"<think>
scene=simple_local
anchor_count=1
simple_local_v2=输出所有 active changed-event anchors，含异常与恢复/畅通 side event。
</think>
ANCHOR|ROAD=红专路|DIR=向西|RANGE=经一路至经八路|LEVEL=畅通"
eval:23,simple_local_relief_pack_eval,multi_edge_relief,historical_retrieval,historical_train,/root/autodl-tmp/dataset_sparse_v2,train,train:2938,train:2938,3,severe,False,True,True,当前需要根据常态或局部短时事件进行路径规划。 请优先按当前生效约束理解，不要被已解除或背景信息误导。 农业路经六路至未来路段向东车流顺畅 有市民反映支路口偶尔压车，不过主约束仍以当前干道情况为准。 交警提醒周边停车场正在分流车辆，不过主路仍可通行。 部分播报会提到周边商圈或停车场信息，但主判断仍以道路方向、区间、时段和传播范围为核心。,"<think>
scene=simple_local
anchor_count=1
simple_local_v2=输出所有 active changed-event anchors，含异常与恢复/畅通 side event。
</think>
ANCHOR|ROAD=农业路|DIR=向东|RANGE=经六路至未来路|LEVEL=畅通"
