sample_id,split,scene_type,strict_fail,failure_type,audit_bucket,semantic_gap_subtype,pred_matches_gt_label,format_issue,no_anchor,parse_fail,strict_parse_fail,strict_failure_reason,no_anchor_when_gt_changed,target_miss,changed_edge_miss,gt_changed_edge_count,gt_target_edge_count,active_changed_event_count,active_changed_edge_count_derived,unanchored_changed_event_count,unanchored_changed_edge_count,target_recall,gt_changed_edge_recall,active_changed_levels,unanchored_changed_levels,active_changed_event_texts,unanchored_changed_event_texts,input_text,gt_label,pred_text
val_normal:128,val_normal,simple_local,True,changed_edge_miss,label_semantic_gap,anomaly_plus_normal_side_event,True,False,False,False,False,ok,False,False,True,2,1,2,2,1,1,100.0,50.0,严重拥堵|畅通,畅通,经三路政七街至黄河路段向北追尾事故严重拥堵 || 政七街花园路至未来路段向东畅通无阻,政七街花园路至未来路段向东畅通无阻,常态或局部短时事件：经三路政七街至黄河路段向北追尾事故严重拥堵；政七街花园路至未来路段向东畅通无阻,"<think>
scene=simple_local
anchor_count=1
仅输出异常语义锚点，边级补全由本地映射与图对齐模块处理。
</think>
ANCHOR|ROAD=经三路|DIR=向北|RANGE=政七街至黄河路|LEVEL=严重拥堵","<think>
scene=simple_local
anchor_count=1
仅输出异常语义锚点，边级补全由本地映射与图对齐模块处理。
</think>
ANCHOR|ROAD=经三路|DIR=向北|RANGE=政七街至黄河路|LEVEL=严重拥堵"
val_normal:134,val_normal,simple_local,True,no_anchor,label_semantic_gap,relief_normal_single_edge,True,False,True,False,True,no_anchor_with_changed_edges,True,False,True,1,0,1,1,1,1,0.0,0.0,畅通,畅通,花园路黄河路至纬五路段向南车流顺畅,花园路黄河路至纬五路段向南车流顺畅,常态或局部短时事件：花园路黄河路至纬五路段向南车流顺畅,"<think>
scene=simple_local
anchor_count=0
仅输出异常语义锚点，边级补全由本地映射与图对齐模块处理。
</think>
NO_ANCHOR","<think>
scene=simple_local
anchor_count=0
仅输出异常语义锚点，边级补全由本地映射与图对齐模块处理。
</think>
NO_ANCHOR"
val_normal:135,val_normal,simple_local,True,changed_edge_miss,label_semantic_gap,anomaly_plus_normal_side_event,True,False,False,False,False,ok,False,False,True,2,1,2,2,1,1,100.0,50.0,严重拥堵|畅通,畅通,纬五路经六路至经八路段向西追尾事故严重拥堵 || 经八路红专路至政七街段向北车流顺畅,经八路红专路至政七街段向北车流顺畅,纬五路经六路至经八路段向西追尾事故严重拥堵；经八路红专路至政七街段向北车流顺畅,"<think>
scene=simple_local
anchor_count=1
仅输出异常语义锚点，边级补全由本地映射与图对齐模块处理。
</think>
ANCHOR|ROAD=纬五路|DIR=向西|RANGE=经六路至经八路|LEVEL=严重拥堵","<think>
scene=simple_local
anchor_count=1
仅输出异常语义锚点，边级补全由本地映射与图对齐模块处理。
</think>
ANCHOR|ROAD=纬五路|DIR=向西|RANGE=经六路至经八路|LEVEL=严重拥堵"
val_normal:136,val_normal,simple_local,True,changed_edge_miss,label_semantic_gap,anomaly_plus_normal_side_event,True,False,False,False,False,ok,False,False,True,3,2,2,3,1,1,100.0,66.7,严重拥堵|畅通,畅通,政七街经一路至经六路段向东排队长度明显增加 || 经六路农业路至红专路段向南车流顺畅,经六路农业路至红专路段向南车流顺畅,常态或局部短时事件：政七街经一路至经六路段向东排队长度明显增加；经六路农业路至红专路段向南车流顺畅,"<think>
scene=simple_local
anchor_count=1
仅输出异常语义锚点，边级补全由本地映射与图对齐模块处理。
</think>
ANCHOR|ROAD=政七街|DIR=向东|RANGE=经一路至经六路|LEVEL=严重拥堵","<think>
scene=simple_local
anchor_count=1
仅输出异常语义锚点，边级补全由本地映射与图对齐模块处理。
</think>
ANCHOR|ROAD=政七街|DIR=向东|RANGE=经一路至经六路|LEVEL=严重拥堵"
val_normal:140,val_normal,simple_local,True,no_anchor,label_semantic_gap,relief_normal_single_edge,True,False,True,False,True,no_anchor_with_changed_edges,True,False,True,1,0,1,1,1,1,0.0,0.0,畅通,畅通,纬五路花园路至未来路段向东车流顺畅,纬五路花园路至未来路段向东车流顺畅,纬五路花园路至未来路段向东车流顺畅,"<think>
scene=simple_local
anchor_count=0
仅输出异常语义锚点，边级补全由本地映射与图对齐模块处理。
</think>
NO_ANCHOR","<think>
scene=simple_local
anchor_count=0
仅输出异常语义锚点，边级补全由本地映射与图对齐模块处理。
</think>
NO_ANCHOR"
val_normal:142,val_normal,simple_local,True,changed_edge_miss,label_semantic_gap,anomaly_plus_normal_side_event,True,False,False,False,False,ok,False,False,True,2,1,2,2,1,1,100.0,50.0,严重拥堵|畅通,畅通,纬五路经一路至经三路段向西追尾事故严重拥堵 || 花园路红专路至政七街段向南车流顺畅,花园路红专路至政七街段向南车流顺畅,纬五路经一路至经三路段向西追尾事故严重拥堵；花园路红专路至政七街段向南车流顺畅,"<think>
scene=simple_local
anchor_count=1
仅输出异常语义锚点，边级补全由本地映射与图对齐模块处理。
</think>
ANCHOR|ROAD=纬五路|DIR=向西|RANGE=经一路至经三路|LEVEL=严重拥堵","<think>
scene=simple_local
anchor_count=1
仅输出异常语义锚点，边级补全由本地映射与图对齐模块处理。
</think>
ANCHOR|ROAD=纬五路|DIR=向西|RANGE=经一路至经三路|LEVEL=严重拥堵"
val_normal:148,val_normal,simple_local,True,no_anchor,label_semantic_gap,relief_normal_single_edge,True,False,True,False,True,no_anchor_with_changed_edges,True,False,True,1,0,1,1,1,1,0.0,0.0,畅通,畅通,经八路红专路至政七街段向南畅通无阻,经八路红专路至政七街段向南畅通无阻,经八路红专路至政七街段向南畅通无阻,"<think>
scene=simple_local
anchor_count=0
仅输出异常语义锚点，边级补全由本地映射与图对齐模块处理。
</think>
NO_ANCHOR","<think>
scene=simple_local
anchor_count=0
仅输出异常语义锚点，边级补全由本地映射与图对齐模块处理。
</think>
NO_ANCHOR"
val_normal:149,val_normal,simple_local,True,no_anchor,label_semantic_gap,relief_normal_short_range,True,False,True,False,True,no_anchor_with_changed_edges,True,False,True,2,0,1,2,1,2,0.0,0.0,畅通,畅通,花园路政七街至纬五路段向南车流顺畅,花园路政七街至纬五路段向南车流顺畅,常态或局部短时事件：花园路政七街至纬五路段向南车流顺畅,"<think>
scene=simple_local
anchor_count=0
仅输出异常语义锚点，边级补全由本地映射与图对齐模块处理。
</think>
NO_ANCHOR","<think>
scene=simple_local
anchor_count=0
仅输出异常语义锚点，边级补全由本地映射与图对齐模块处理。
</think>
NO_ANCHOR"
val_normal:158,val_normal,simple_local,True,no_anchor,label_semantic_gap,relief_normal_single_edge,True,False,True,False,True,no_anchor_with_changed_edges,True,False,True,1,0,1,1,1,1,0.0,0.0,畅通,畅通,政七街经一路至经三路段向西车流顺畅,政七街经一路至经三路段向西车流顺畅,政七街经一路至经三路段向西车流顺畅,"<think>
scene=simple_local
anchor_count=0
仅输出异常语义锚点，边级补全由本地映射与图对齐模块处理。
</think>
NO_ANCHOR","<think>
scene=simple_local
anchor_count=0
仅输出异常语义锚点，边级补全由本地映射与图对齐模块处理。
</think>
NO_ANCHOR"
val_normal:159,val_normal,simple_local,True,no_anchor,label_semantic_gap,relief_normal_single_edge,True,False,True,False,True,no_anchor_with_changed_edges,True,False,True,1,0,1,1,1,1,0.0,0.0,畅通,畅通,未来路政七街至黄河路段向南畅通无阻,未来路政七街至黄河路段向南畅通无阻,未来路政七街至黄河路段向南畅通无阻,"<think>
scene=simple_local
anchor_count=0
仅输出异常语义锚点，边级补全由本地映射与图对齐模块处理。
</think>
NO_ANCHOR","<think>
scene=simple_local
anchor_count=0
仅输出异常语义锚点，边级补全由本地映射与图对齐模块处理。
</think>
NO_ANCHOR"
val_normal:164,val_normal,simple_local,True,no_anchor,label_semantic_gap,relief_normal_short_range,True,False,True,False,True,no_anchor_with_changed_edges,True,False,True,2,0,1,2,1,2,0.0,0.0,畅通,畅通,纬五路经一路至经六路段向东车流顺畅,纬五路经一路至经六路段向东车流顺畅,纬五路经一路至经六路段向东车流顺畅,"<think>
scene=simple_local
anchor_count=0
仅输出异常语义锚点，边级补全由本地映射与图对齐模块处理。
</think>
NO_ANCHOR","<think>
scene=simple_local
anchor_count=0
仅输出异常语义锚点，边级补全由本地映射与图对齐模块处理。
</think>
NO_ANCHOR"
val_normal:169,val_normal,simple_local,True,changed_edge_miss,label_semantic_gap,anomaly_plus_normal_side_event,True,False,False,False,False,ok,False,False,True,2,1,2,2,1,1,100.0,50.0,中度拥堵|畅通,畅通,纬五路经八路至花园路段向西中度拥堵缓行 || 未来路红专路至政七街段向北车流顺畅,未来路红专路至政七街段向北车流顺畅,纬五路经八路至花园路段向西中度拥堵缓行；未来路红专路至政七街段向北车流顺畅,"<think>
scene=simple_local
anchor_count=1
仅输出异常语义锚点，边级补全由本地映射与图对齐模块处理。
</think>
ANCHOR|ROAD=纬五路|DIR=向西|RANGE=经八路至花园路|LEVEL=中度拥堵","<think>
scene=simple_local
anchor_count=1
仅输出异常语义锚点，边级补全由本地映射与图对齐模块处理。
</think>
ANCHOR|ROAD=纬五路|DIR=向西|RANGE=经八路至花园路|LEVEL=中度拥堵"
val_normal:172,val_normal,simple_local,True,no_anchor,label_semantic_gap,multi_edge_relief,True,False,True,False,True,no_anchor_with_changed_edges,True,False,True,3,0,1,3,1,3,0.0,0.0,畅通,畅通,纬五路经一路至经八路段向西畅通无阻,纬五路经一路至经八路段向西畅通无阻,当前需要根据常态或局部短时事件进行路径规划。 请优先按当前生效约束理解，不要被已解除或背景信息误导。 纬五路经一路至经八路段向西畅通无阻 气象部门提示傍晚仍有小雨，但目前并未形成新增积水。 导航播报中还提到相邻商圈有出库车流，但不直接改变本段主判断。 部分播报会提到周边商圈或停车场信息，但主判断仍以道路方向、区间、时段和传播范围为核心。,"<think>
scene=simple_local
anchor_count=0
仅输出异常语义锚点，边级补全由本地映射与图对齐模块处理。
</think>
NO_ANCHOR","<think>
scene=simple_local
anchor_count=0
仅输出异常语义锚点，边级补全由本地映射与图对齐模块处理。
</think>
NO_ANCHOR"
val_normal:179,val_normal,simple_local,True,changed_edge_miss,label_semantic_gap,anomaly_plus_normal_side_event,True,False,False,False,False,ok,False,False,True,2,1,2,2,1,1,100.0,50.0,严重拥堵|畅通,畅通,经六路红专路至政七街段向北追尾事故严重拥堵 || 红专路经六路至经八路段向西车流顺畅,红专路经六路至经八路段向西车流顺畅,经六路红专路至政七街段向北追尾事故严重拥堵；红专路经六路至经八路段向西车流顺畅,"<think>
scene=simple_local
anchor_count=1
仅输出异常语义锚点，边级补全由本地映射与图对齐模块处理。
</think>
ANCHOR|ROAD=经六路|DIR=向北|RANGE=红专路至政七街|LEVEL=严重拥堵","<think>
scene=simple_local
anchor_count=1
仅输出异常语义锚点，边级补全由本地映射与图对齐模块处理。
</think>
ANCHOR|ROAD=经六路|DIR=向北|RANGE=红专路至政七街|LEVEL=严重拥堵"
